"Item_Number","District","Location","Disposition","Signal_Type","Signal_Description","Occurred_Date_Time","Charge_Code","Charge_Description","Offender_Number","OffenderID","OffenderStatus","Offender_Race","Offender_Gender","Offender_Age","Victim_Number","PersonType","Victim_Race","Victim_Gender","Victim_Age","Victim_Fatal_Status","Hate Crime","Report Type"
"J-23286-25","6","021XX Terpsichore St","OPEN","966","DRUG LAW VIOLATION","2025-10-23 19:58:00","40 1752","MACHINE GUNS - UNLAWFUL ACTS","4","974249","ARRESTED","BLACK","MALE","22","1","VICTIM",,,,"Non-fatal",,"Supplemental Report"
"K-02615-25","2","034XX Broadway St","OPEN","103D","DISTURBANCE (DOMESTIC)","2025-11-03 18:15:00",,,,,,,,,"1","REPORTING PERSON","BLACK","FEMALE","25","Non-fatal",,"Incident Report"
"K-02615-25","2","034XX Broadway St","OPEN","103D","DISTURBANCE (DOMESTIC)","2025-11-03 18:15:00",,,,,,,,,"2","INTERVIEW","BLACK","MALE","25","Non-fatal",,"Incident Report"
"K-02628-25","8","002XX Royal St","OPEN","27-67F","ATTEMPTED FRAUD","2025-11-03 01:00:00","14 (27) 67","ATTEMPT - THEFT","1","974248",,"BLACK","FEMALE",,"1","VICTIM","WHITE","MALE","78","Non-fatal",,"Incident Report"
"K-02588-25","7","068XX Cindy Pl #C","OPEN","29SA","SUICIDE ATTEMPT","2025-11-03 17:51:00",,,,,,,,,"1","NON-VICTIM","BLACK","FEMALE","25","Non-fatal",,"Incident Report"
"K-02588-25","7","068XX Cindy Pl #C","OPEN","29SA","SUICIDE ATTEMPT","2025-11-03 17:51:00",,,,,,,,,"2","INTERVIEW","BLACK","FEMALE","48","Non-fatal",,"Incident Report"
"K-02048-25","7","113XX Pressburg St","OPEN","94","ILLEGAL USE OF WEAPONS","2025-11-02 21:00:00","14 94","ILLEGAL USE OF WEAPONS","1","974250",,"UNKNOWN","UNKNOWN",,"1","VICTIM",,,,"Non-fatal",,"Incident Report"
"K-02048-25","7","113XX Pressburg St","OPEN","94","ILLEGAL USE OF WEAPONS","2025-11-02 21:00:00","14 94","ILLEGAL USE OF WEAPONS","2","974251",,"UNKNOWN","UNKNOWN",,"1","VICTIM",,,,"Non-fatal",,"Incident Report"
"K-02048-25","7","113XX Pressburg St","OPEN","94","ILLEGAL USE OF WEAPONS","2025-11-02 21:00:00","14 94","ILLEGAL USE OF WEAPONS","3","974252",,"UNKNOWN","UNKNOWN",,"1","VICTIM",,,,"Non-fatal",,"Incident Report"
"K-02524-25","7","E I-10 Hw & E Morrison Rd Exit","OPEN","37","AGGRAVATED ASSAULT","2025-11-03 16:47:00","14 37.4","AGGRAVATED ASSAULT WITH A FIREARM","1","974253",,"UNKNOWN","MALE",,"1","VICTIM","BLACK","FEMALE","51","Non-fatal",,"Incident Report"
"J-21660-25","6","012XX S Roman St","CLOSED","66","THREATS","2025-10-22 10:00:00","14 40.1","TERRORIZING","1","972875","ARRESTED","WHITE","MALE","19","2","VICTIM",,,,"Non-fatal",,"Incident Report"
"K-02466-25","7","097XX Chef Menteur Hw","OPEN","67S","SHOPLIFTING","2025-11-03 15:34:00","14 67","THEFT","1","974254",,"UNKNOWN","UNKNOWN",,"1","VICTIM",,,,"Non-fatal",,"Incident Report"
"K-02466-25","7","097XX Chef Menteur Hw","OPEN","67S","SHOPLIFTING","2025-11-03 15:34:00",,,"1","974254",,"UNKNOWN","UNKNOWN",,"2","REPORTING PERSON","BLACK","FEMALE","25","Non-fatal",,"Incident Report"
"K-02504-25","8","002XX S Rampart St","OPEN","62C","SIMPLE BURGLARY (VEHICLE)","2025-11-03 12:00:00","14 62","SIMPLE BURGLARY","1","974255",,"UNKNOWN","UNKNOWN",,"1","VICTIM","WHITE","MALE","26","Non-fatal",,"Incident Report"
"I-09932-25","8","001XX Bourbon St","OPEN","46","HUMAN TRAFFICKING","2025-09-10 11:59:00",,,,,,,,,"1","VICTIM","UNKNOWN","UNKNOWN",,"Non-fatal",,"Incident Report"
"K-02655-25","8","Canal St & Bourbon St","OPEN","67F","THEFT BY FRAUD","2025-11-02 05:00:00","14 67","THEFT","1","974257",,"UNKNOWN","UNKNOWN",,"1","VICTIM","WHITE","MALE","37","Non-fatal",,"Incident Report"
"K-02378-25","5","022XX Mandeville St","OPEN","21","MISCELLANEOUS INCIDENT","2025-11-03 14:00:00",,,,,,,,,"1","REPORTING PERSON","WHITE","MALE","55","Non-fatal",,"Incident Report"
"K-02444-25","2","013XX S Telemachus St","OPEN","37","AGGRAVATED ASSAULT","2025-11-03 15:36:00",,,,,,,,,"1","REPORTING PERSON",,,,"Non-fatal",,"Incident Report"
"K-02519-25","7","100XX Morrison Rd","OPEN","21","MISCELLANEOUS INCIDENT","2025-11-03 16:40:00",,,,,,,,,"1","REPORTING PERSON","BLACK","FEMALE","36","Non-fatal",,"Incident Report"
"K-02527-25","5","014XX Port St","OPEN","103D","DISTURBANCE (DOMESTIC)","2025-11-03 16:45:00",,,,,,,,,"1","INTERVIEW","BLACK","MALE","65","Non-fatal",,"Incident Report"
"K-02527-25","5","014XX Port St","OPEN","103D","DISTURBANCE (DOMESTIC)","2025-11-03 16:45:00",,,,,,,,,"2","INTERVIEW","BLACK","FEMALE","67","Non-fatal",,"Incident Report"
"K-02296-25","5","052XX Saint Claude Av","OPEN","62","SIMPLE BURGLARY","2025-11-03 12:00:00","14 62","SIMPLE BURGLARY","1","974259",,"UNKNOWN","UNKNOWN",,"1","VICTIM","BLACK","MALE","54","Non-fatal",,"Incident Report"
"K-00536-25","2","Napoleon Av & Freret St","OPEN","21","MISCELLANEOUS INCIDENT","2025-11-01 02:09:00",,,,,,,,,"1","NON-VICTIM","UNKNOWN","UNKNOWN",,"Non-fatal",,"Incident Report"
"K-02624-25","3","034XX Esplanade Av #609","OPEN","21","MISCELLANEOUS INCIDENT","2025-11-02 20:00:00",,,,,,,,,"1","REPORTING PERSON","BLACK","MALE","30","Non-fatal",,"Incident Report"
"K-02246-25","6","047XX Euphrosine St","OPEN","35D","SIMPLE BATTERY (DOMESTIC)","2025-11-03 12:08:00","14 35.3","DOMESTIC ABUSE BATTERY - SIMPLE","1","974262",,"BLACK","MALE","22","1","VICTIM","BLACK","FEMALE","22","Non-fatal",,"Incident Report"
"K-02246-25","6","047XX Euphrosine St","OPEN","35D","SIMPLE BATTERY (DOMESTIC)","2025-11-03 12:08:00","14 67","THEFT","1","974262",,"BLACK","MALE","22","1","VICTIM","BLACK","FEMALE","22","Non-fatal",,"Incident Report"
"K-02246-25","6","047XX Euphrosine St","OPEN","35D","SIMPLE BATTERY (DOMESTIC)","2025-11-03 12:08:00","14 56","SIMPLE CRIMINAL DAMAGE TO PROPERTY","1","974262",,"BLACK","MALE","22","1","VICTIM","BLACK","FEMALE","22","Non-fatal",,"Incident Report"
"J-21596-25","6","025XX Saint Andrew St","OPEN","21P","LOST PROPERTY","2025-10-19 08:00:00",,,,,,,,,"1","VICTIM","BLACK","FEMALE","30","Non-fatal",,"Supplemental Report"
"K-02624-25","3","034XX Esplanade Av #609","OPEN","21","MISCELLANEOUS INCIDENT","2025-11-02 20:00:00",,,,,,,,,"2","MISSING PERSON","BLACK","MALE","60","Non-fatal",,"Incident Report"
"K-02194-25","7","129XX N Lake Carmel Dr","OPEN","103D","DISTURBANCE (DOMESTIC)","2025-11-03 20:23:00",,,,,,,,,"1","REPORTING PERSON","BLACK","FEMALE","73","Non-fatal",,"Incident Report"
"J-12568-25","8","008XX Chartres St","OPEN","56","SIMPLE CRIMINAL DAMAGE","2025-10-13 13:50:00","14 56","SIMPLE CRIMINAL DAMAGE TO PROPERTY","1","974030",,"UNKNOWN","UNKNOWN",,"1","VICTIM",,,,"Non-fatal",,"Incident Report"
"K-02531-25","7","078XX Ebbtide St","OPEN","103","DISTURBANCE","2025-11-03 19:10:00",,,,,,,,,"1","REPORTING PERSON","BLACK","FEMALE","35","Non-fatal",,"Incident Report"
"K-02759-25","7","077XX Read Bd","OPEN","56","SIMPLE CRIMINAL DAMAGE","2025-11-03 21:20:00","54 151","CRIMINAL DAMAGE TO PROPERTY","1","974270","ARRESTED","BLACK","MALE","25","1","VICTIM","BLACK","FEMALE","40","Non-fatal",,"Incident Report"
"K-02759-25","7","077XX Read Bd","OPEN","56","SIMPLE CRIMINAL DAMAGE","2025-11-03 21:20:00",,,"1","974270","ARRESTED","BLACK","MALE","25","2","INTERVIEW","BLACK","FEMALE","25","Non-fatal",,"Incident Report"
"J-29660-25","6","034XX Washington Av","OPEN","94","ILLEGAL USE OF WEAPONS","2025-10-30 02:05:00","14 94","ILLEGAL USE OF WEAPONS","1","973745",,"UNKNOWN","UNKNOWN",,"2","VICTIM",,,,"Non-fatal",,"Incident Report"
"K-02812-25","7","077XX Read Bd","CLOSED","95G","ILLEGAL CARRYING OF A GUN","2025-11-03 22:30:00","14 95.E","ILLEGAL CARRYING OF A WEAPON WHILE IN POSSESSION OF NARCOTICS","1","974263","ARRESTED","BLACK","MALE","25","1","VICTIM",,,,"Non-fatal",,"Incident Report"
"K-02812-25","7","077XX Read Bd","CLOSED","95G","ILLEGAL CARRYING OF A GUN","2025-11-03 22:30:00","40 966","PROHIBITED ACTS--SCHEDULE I DRUGS","1","974263","ARRESTED","BLACK","MALE","25","1","VICTIM",,,,"Non-fatal",,"Incident Report"
"K-02812-25","7","077XX Read Bd","CLOSED","95G","ILLEGAL CARRYING OF A GUN","2025-11-03 22:30:00","40 967","PROHIBITED ACTS-- SCHEDULE II DRUGS","1","974263","ARRESTED","BLACK","MALE","25","1","VICTIM",,,,"Non-fatal",,"Incident Report"
"K-02812-25","7","077XX Read Bd","CLOSED","95G","ILLEGAL CARRYING OF A GUN","2025-11-03 22:30:00","40 969","PROHIBITED ACTS-- SCHEDULE IV DRUGS","1","974263","ARRESTED","BLACK","MALE","25","1","VICTIM",,,,"Non-fatal",,"Incident Report"
"K-02812-25","7","077XX Read Bd","CLOSED","95G","ILLEGAL CARRYING OF A GUN","2025-11-03 22:30:00","40 1023","PROHIBITED ACTS - DRUG PARAPHENALIA","1","974263","ARRESTED","BLACK","MALE","25","1","VICTIM",,,,"Non-fatal",,"Incident Report"
"J-30706-25","8","002XX Decatur St","OPEN","56","SIMPLE CRIMINAL DAMAGE","2025-10-31 03:00:00",,,"3","974183",,"BLACK","MALE",,"2","REPORTING PERSON","WHITE","MALE","44","Non-fatal",,"Incident Report"
"K-02568-25","8","005XX Burgundy St","OPEN","21R","OUT OF PARISH VEHICLE RECOVERY","2025-11-03 17:33:00",,,,,,,,,"1","REPORTING PERSON","WHITE","FEMALE","27","Non-fatal",,"Incident Report"
"K-02785-25","6","024XX Philip St","OPEN","103D","DISTURBANCE (DOMESTIC)","2025-11-03 21:57:00",,,,,,,,,"1","REPORTING PERSON","BLACK","FEMALE","46","Non-fatal",,"Incident Report"
"K-02785-25","6","024XX Philip St","OPEN","103D","DISTURBANCE (DOMESTIC)","2025-11-03 21:57:00",,,,,,,,,"2","INTERVIEW","BLACK","MALE","13","Non-fatal",,"Incident Report"
"K-02752-25","4","035XX Preston Pl","OPEN","21","MISCELLANEOUS INCIDENT","2025-11-03 20:59:00",,,,,,,,,"1","REPORTING PERSON","WHITE","MALE","39","Non-fatal",,"Incident Report"
"K-02568-25","8","005XX Burgundy St","OPEN","21R","OUT OF PARISH VEHICLE RECOVERY","2025-11-03 17:33:00",,,,,,,,,"2","INTERVIEW","WHITE","FEMALE","42","Non-fatal",,"Incident Report"
"J-24471-25","8","Saint Ann St & Chartres St","OPEN","103","DISTURBANCE","2025-10-25 01:31:00",,,,,,,,,"1","VICTIM","WHITE","MALE","19","Non-fatal",,"Incident Report"
"K-02820-25","3","046XX Paris Av","CLOSED","21","MISCELLANEOUS INCIDENT","2025-10-23 08:00:00",,,,,,,,,"1","REPORTING PERSON","BLACK","FEMALE","43","Non-fatal",,"Incident Report"
"K-02789-25","5","014XX Annette St","OPEN","94","ILLEGAL USE OF WEAPONS","2025-11-03 22:01:00","14 94","ILLEGAL USE OF WEAPONS","1","974264",,"UNKNOWN","UNKNOWN",,"1","VICTIM",,,,"Non-fatal",,"Incident Report"
"K-00088-25","8","Saint Louis St & Toulouse St","OPEN","21","MISCELLANEOUS INCIDENT","2025-11-01 02:11:00",,,,,,,,,"1","NON-VICTIM","WHITE","MALE","20","Non-fatal",,"Incident Report"
"J-04144-25","4","033XX Kabel Dr","UNFOUNDED","34S","AGGRAVATED BATTERY (SHOOTING)","2025-10-05 03:20:00",,,,,,,,,"1","INTERVIEW","BLACK","MALE","55","Non-fatal",,"Supplemental Report"
"K-02707-25","8","002XX Poydras St","OPEN","103D","DISTURBANCE (DOMESTIC)","2025-11-03 20:16:00",,,,,,,,,"1","REPORTING PERSON","BLACK","FEMALE","37","Non-fatal",,"Incident Report"
"K-02707-25","8","002XX Poydras St","OPEN","103D","DISTURBANCE (DOMESTIC)","2025-11-03 20:16:00",,,,,,,,,"2","NON-VICTIM","BLACK","MALE","42","Non-fatal",,"Incident Report"
"K-02774-25","5","012XX Annette St","OPEN","103","DISTURBANCE","2025-11-03 22:00:00",,,,,,,,,"1","REPORTING PERSON","WHITE","FEMALE","53","Non-fatal",,"Incident Report"
"K-02667-25","6","035XX Martin Luther King Jr Bd","OPEN","67","THEFT","2025-11-03 10:30:00","14 67","THEFT","1","974265",,"BLACK","FEMALE",,"1","VICTIM","BLACK","MALE","49","Non-fatal",,"Incident Report"
"K-02424-25","7","051XX Lakeview Ct","OPEN","67A","AUTO THEFT","2025-11-03 12:00:00","14 67.26","THEFT OF A MOTOR VEHICLE","1","974274",,"UNKNOWN","UNKNOWN",,"1","VICTIM","BLACK","FEMALE","36","Non-fatal",,"Incident Report"
"K-02718-25","1","022XX Poydras St","OPEN","21","MISCELLANEOUS INCIDENT","2025-11-03 22:03:00",,,,,,,,,"1","INTERVIEW","BLACK","MALE","65","Non-fatal",,"Incident Report"
"K-02718-25","1","022XX Poydras St","OPEN","21","MISCELLANEOUS INCIDENT","2025-11-03 22:03:00",,,,,,,,,"2","INTERVIEW","WHITE","FEMALE","44","Non-fatal",,"Incident Report"
"K-02663-25","8","003XX Poydras St #1218","OPEN","35D","SIMPLE BATTERY (DOMESTIC)","2025-11-03 18:15:00","14 35.3","DOMESTIC ABUSE BATTERY - SIMPLE","1","974267",,"WHITE","MALE","37","1","VICTIM","WHITE","FEMALE","33","Non-fatal",,"Incident Report"
"W-00009-25","2","063XX Saint Charles Av","OPEN","67","THEFT","2025-09-25 08:30:00","14 67","THEFT","1","974282",,"UNKNOWN","UNKNOWN",,"1","VICTIM","WHITE","MALE","53","Non-fatal",,"Incident Report"
"W-00010-25","1","009XX Picheloup Pl","OPEN","67F","THEFT BY FRAUD","2025-10-31 12:50:00","14 67.16","IDENTITY THEFT","1","974268",,"UNKNOWN","UNKNOWN",,"1","VICTIM","WHITE","MALE","32","Non-fatal",,"Incident Report"
"K-02804-25","5","019XX N Rocheblave St","OPEN","103D","DISTURBANCE (DOMESTIC)","2025-11-03 22:20:00",,,,,,,,,"1","REPORTING PERSON","WHITE","FEMALE","67","Non-fatal",,"Incident Report"
"F-01117-25","8","005XX Bourbon St","OPEN","67F","THEFT BY FRAUD","2025-06-02 05:00:00","14 67","THEFT","1","974269",,"UNKNOWN","UNKNOWN",,"1","VICTIM","WHITE","MALE","43","Non-fatal",,"Incident Report"
"W-00011-25","8","014XX Royal St","OPEN","67F","THEFT BY FRAUD","2025-11-01 05:45:00","14 67","THEFT","1","974283",,"UNKNOWN","UNKNOWN",,"1","VICTIM","WHITE","MALE","36","Non-fatal",,"Incident Report"
"W-00011-25","8","014XX Royal St","OPEN","67F","THEFT BY FRAUD","2025-11-01 05:45:00","14 67.16","IDENTITY THEFT","1","974283",,"UNKNOWN","UNKNOWN",,"1","VICTIM","WHITE","MALE","36","Non-fatal",,"Incident Report"
"K-01370-25","5","022XX Saint Anthony St","OPEN","21J","MISSING/RUNAWAY JUVENILE","2025-10-31 19:30:00",,,,,,,,,"1","REPORTING PERSON","BLACK","FEMALE","50","Non-fatal",,"Supplemental Report"
"K-02715-25","7","046XX Donna Dr","OPEN","103D","DISTURBANCE (DOMESTIC)","2025-11-03 20:28:00",,,,,,,,,"1","REPORTING PERSON","BLACK","MALE","36","Non-fatal",,"Incident Report"
"K-01737-25","6","013XX S Roman St","OPEN","21J","MISSING/RUNAWAY JUVENILE","2025-11-01 12:00:00",,,,,,,,,"1","REPORTING PERSON","BLACK","MALE","66","Non-fatal",,"Supplemental Report"
"K-02715-25","7","046XX Donna Dr","OPEN","103D","DISTURBANCE (DOMESTIC)","2025-11-03 20:28:00",,,,,,,,,"2","INTERVIEW","BLACK","MALE","60","Non-fatal",,"Incident Report"
"K-01737-25","6","013XX S Roman St","OPEN","21J","MISSING/RUNAWAY JUVENILE","2025-11-01 12:00:00",,,,,,,,,"2","INTERVIEW","BLACK","MALE","16","Non-fatal",,"Supplemental Report"
"K-01370-25","5","022XX Saint Anthony St","OPEN","21J","MISSING/RUNAWAY JUVENILE","2025-10-31 19:30:00",,,,,,,,,"2","RUNAWAY JUVENILE","BLACK","FEMALE","16","Non-fatal",,"Supplemental Report"
"K-02661-25","6","028XX S Robertson St","OPEN","37","AGGRAVATED ASSAULT","2025-11-03 19:24:00","14 37","AGG. ASSAULT","1","974272",,"BLACK","MALE","22","1","VICTIM","BLACK","MALE","28","Non-fatal",,"Incident Report"
"K-02661-25","6","028XX S Robertson St","OPEN","37","AGGRAVATED ASSAULT","2025-11-03 19:24:00","14 102.1","CRUELTY TO ANIMALS","1","974272",,"BLACK","MALE","22","1","VICTIM","BLACK","MALE","28","Non-fatal",,"Incident Report"
"W-00012-25","8","002XX Bourbon St","OPEN","67F","THEFT BY FRAUD","2025-10-31 00:37:00","14 67","THEFT","1","974273",,"UNKNOWN","UNKNOWN",,"1","VICTIM","WHITE","FEMALE","21","Non-fatal",,"Incident Report"
"W-00012-25","8","002XX Bourbon St","OPEN","67F","THEFT BY FRAUD","2025-10-31 00:37:00","14 67.16","IDENTITY THEFT","1","974273",,"UNKNOWN","UNKNOWN",,"1","VICTIM","WHITE","FEMALE","21","Non-fatal",,"Incident Report"
"K-02661-25","6","028XX S Robertson St","OPEN","37","AGGRAVATED ASSAULT","2025-11-03 19:24:00","14 35","SIMPLE BATTERY","1","974272",,"BLACK","MALE","22","2","VICTIM","BLACK","MALE","18","Non-fatal",,"Incident Report"
"K-02804-25","5","019XX N Rocheblave St","OPEN","103D","DISTURBANCE (DOMESTIC)","2025-11-03 22:20:00",,,,,,,,,"2","INTERVIEW","WHITE","MALE","57","Non-fatal",,"Incident Report"
"K-02424-25","7","051XX Lakeview Ct","OPEN","67A","AUTO THEFT","2025-11-03 12:00:00",,,"1","974274",,"UNKNOWN","UNKNOWN",,"2","REPORTING PERSON","BLACK","MALE","63","Non-fatal",,"Incident Report"
"K-02877-25","6","022XX 7th St","OPEN","35D","SIMPLE BATTERY (DOMESTIC)","2025-11-03 17:00:00","14 35.3","DOMESTIC ABUSE BATTERY - SIMPLE","1","974276",,"WHITE","MALE","45","1","VICTIM","WHITE","FEMALE","58","Non-fatal",,"Incident Report"
"K-02877-25","6","022XX 7th St","OPEN","35D","SIMPLE BATTERY (DOMESTIC)","2025-11-03 17:00:00","14 56","SIMPLE CRIMINAL DAMAGE TO PROPERTY","1","974276",,"WHITE","MALE","45","1","VICTIM","WHITE","FEMALE","58","Non-fatal",,"Incident Report"
"K-02893-25","7","085XX Gervais St","OPEN","67A","AUTO THEFT","2025-11-03 21:15:00","14 67.26","THEFT OF A MOTOR VEHICLE","1","974279",,"UNKNOWN","UNKNOWN",,"1","VICTIM","BLACK","FEMALE","40","Non-fatal",,"Incident Report"
"J-25549-25","3","053XX Warrington Dr","OPEN","34C","AGGRAVATED BATTERY (CUTTING)","2025-10-26 02:00:00",,,,,,,,,"1","REPORTING PERSON","BLACK","FEMALE",,"Non-fatal",,"Supplemental Report"
"K-02424-25","7","051XX Lakeview Ct","OPEN","67A","AUTO THEFT","2025-11-03 12:00:00",,,"1","974274",,"UNKNOWN","UNKNOWN",,"3","WITNESS","BLACK","FEMALE","38","Non-fatal",,"Incident Report"
"J-31483-25","4","008XX Sumner St","CLOSED","21J","MISSING/RUNAWAY JUVENILE","2025-10-31 17:00:00",,,,,,,,,"1","REPORTING PERSON","BLACK","FEMALE","40","Non-fatal",,"Supplemental Report"
"K-02728-25","5","026XX N Robertson St","OPEN","56","SIMPLE CRIMINAL DAMAGE","2025-11-03 20:39:00","14 56","SIMPLE CRIMINAL DAMAGE TO PROPERTY","1","974280",,"WHITE","FEMALE",,"1","REPORTING PERSON","BLACK","FEMALE","32","Non-fatal",,"Incident Report"
"J-31483-25","4","008XX Sumner St","CLOSED","21J","MISSING/RUNAWAY JUVENILE","2025-10-31 17:00:00",,,,,,,,,"2","INTERVIEW","BLACK","FEMALE","17","Non-fatal",,"Supplemental Report"
"K-02728-25","5","026XX N Robertson St","OPEN","56","SIMPLE CRIMINAL DAMAGE","2025-11-03 20:39:00",,,"1","974280",,"WHITE","FEMALE",,"2","VICTIM",,,,"Non-fatal",,"Incident Report"
"K-02510-25","3","006XX S Hennessey St","OPEN","103D","DISTURBANCE (DOMESTIC)","2025-11-03 12:57:00",,,,,,,,,"1","REPORTING PERSON","WHITE","MALE","26","Non-fatal",,"Incident Report"
"K-02811-25","1","028XX Perdido St","CLOSED","21","MISCELLANEOUS INCIDENT","2025-11-03 22:30:00","COURT CAPIAS","CDC WARRANT#","1","974271","ARRESTED","BLACK","MALE","23","1","VICTIM",,,,"Non-fatal",,"Incident Report"
"K-02810-25","1","028XX Perdido St","CLOSED","21","MISCELLANEOUS INCIDENT","2025-11-03 22:30:00","COURT CAPIAS","CDC WARRANT#","1","974266","ARRESTED","BLACK","MALE","23","1","VICTIM",,,,"Non-fatal",,"Incident Report"
"K-02674-25","1","028XX Perdido St","CLOSED","21","MISCELLANEOUS INCIDENT","2025-11-03 19:30:00","COURT CAPIAS","CDC WARRANT#","1","974260","ARRESTED","BLACK","MALE","23","1","VICTIM",,,,"Non-fatal",,"Incident Report"
"K-02888-25","5","019XX N Rocheblave St","OPEN","103D","DISTURBANCE (DOMESTIC)","2025-11-04 00:55:00",,,,,,,,,"1","REPORTING PERSON","WHITE","FEMALE","40","Non-fatal",,"Incident Report"
"K-02888-25","5","019XX N Rocheblave St","OPEN","103D","DISTURBANCE (DOMESTIC)","2025-11-04 00:55:00",,,,,,,,,"2","INTERVIEW","BLACK","MALE","48","Non-fatal",,"Incident Report"
"K-02675-25","1","028XX Perdido St","CLOSED","21","MISCELLANEOUS INCIDENT","2025-11-03 19:00:00","COURT CAPIAS","CDC WARRANT#","1","974258","ARRESTED","BLACK","MALE","23","1","VICTIM",,,,"Non-fatal",,"Incident Report"
"K-02855-25","7","048XX Rosemont Pl","OPEN","29SA","SUICIDE ATTEMPT","2025-11-04 00:03:00",,,,,,,,,"1","VICTIM","BLACK","MALE","20","Non-fatal",,"Incident Report"
"K-02855-25","7","048XX Rosemont Pl","OPEN","29SA","SUICIDE ATTEMPT","2025-11-04 00:03:00",,,,,,,,,"2","REPORTING PERSON","BLACK","FEMALE","41","Non-fatal",,"Incident Report"
"K-02931-25","5","044XX Dauphine St","OPEN","34S","AGGRAVATED BATTERY (SHOOTING)","2025-11-04 02:22:00","14 34","AGG. BATTERY","1","974284",,"BLACK","MALE",,"1","VICTIM","WHITE","MALE","39","Non-fatal",,"Incident Report"
"K-02817-25","7","063XX Chef Menteur Hw","OPEN","27-67C","ATTEMPTED THEFT FROM EXTERIOR OF VEHICLE","2025-11-03 22:40:00","14 (27) 67","ATTEMPT - THEFT","1","974285",,"BLACK","FEMALE",,"1","VICTIM","BLACK","MALE","63","Non-fatal",,"Incident Report"
"K-02817-25","7","063XX Chef Menteur Hw","OPEN","27-67C","ATTEMPTED THEFT FROM EXTERIOR OF VEHICLE","2025-11-03 22:40:00","14 56","SIMPLE CRIMINAL DAMAGE TO PROPERTY","1","974285",,"BLACK","FEMALE",,"1","VICTIM","BLACK","MALE","63","Non-fatal",,"Incident Report"
"K-02906-25","3","068XX Louis Xiv St","OPEN","66","THREATS","2025-11-04 01:14:00","14 285","TELEPHONE COMMUNICATIONS; IMPROPER LANGUAGE; HARASSMENT","1","974286",,"UNKNOWN","UNKNOWN",,"1","VICTIM","WHITE","FEMALE","26","Non-fatal",,"Incident Report"
"K-02580-25","4","035XX Adrian","OPEN","103D","DISTURBANCE (DOMESTIC)","2025-11-03 07:37:00",,,,,,,,,"1","REPORTING PERSON","BLACK","MALE","33","Non-fatal",,"Incident Report"
"K-02580-25","4","035XX Adrian","OPEN","103D","DISTURBANCE (DOMESTIC)","2025-11-03 07:37:00",,,,,,,,,"2","NON-VICTIM","BLACK","MALE",,"Non-fatal",,"Incident Report"
"K-02938-25","2","082XX Fig St","OPEN","35D","SIMPLE BATTERY (DOMESTIC)","2025-11-04 02:30:00","14 35.3","DOMESTIC ABUSE BATTERY - SIMPLE","1","974287",,"BLACK","MALE","46","1","VICTIM","BLACK","FEMALE","33","Non-fatal",,"Incident Report"
"K-02903-25","6","016XX Tchoupitoulas St","OPEN","21","MISCELLANEOUS INCIDENT","2025-11-04 02:00:00",,,,,,,,,"1","INTERVIEW","BLACK","MALE","43","Non-fatal",,"Incident Report"
"G-12341-25","7","077XX S Coronet Ct","CLOSED","34S","AGGRAVATED BATTERY (SHOOTING)","2025-07-12 07:15:00","14 (24) 34","PRINCIPAL TO AGG. BATTERY","1","974288","ARRESTED","BLACK","FEMALE","17","1","VICTIM",,,,"Non-fatal",,"Supplemental Report"
"G-12341-25","7","077XX S Coronet Ct","CLOSED","34S","AGGRAVATED BATTERY (SHOOTING)","2025-07-12 07:15:00","14 130.1","OBSTRUCTION OF JUSTICE","1","974288","ARRESTED","BLACK","FEMALE","17","1","VICTIM",,,,"Non-fatal",,"Supplemental Report"
"K-02931-25","5","044XX Dauphine St","OPEN","34S","AGGRAVATED BATTERY (SHOOTING)","2025-11-04 02:22:00",,,"1","974284",,"BLACK","MALE",,"2","INTERVIEW","WHITE","MALE","62","Non-fatal",,"Incident Report"
"K-02996-25","3","051XX Wickfield Dr","OPEN","21","MISCELLANEOUS INCIDENT","2025-11-03 22:00:00",,,,,,,,,"1","REPORTING PERSON","BLACK","FEMALE","46","Non-fatal",,"Incident Report"
"K-02035-25","8","009XX Common St","OPEN","283","VIDEO VOYEURISM","2025-10-28 21:30:00","14 283","VIDEO VOYEURISM","1","974289",,"BLACK","MALE",,"1","VICTIM","BLACK","MALE",,"Non-fatal",,"Incident Report"
"K-02039-25","2","035XX Nashville Av","OPEN","103D","DISTURBANCE (DOMESTIC)","2025-11-03 08:56:00",,,,,,,,,"1","REPORTING PERSON","WHITE","FEMALE","26","Non-fatal",,"Incident Report"
"K-02039-25","2","035XX Nashville Av","OPEN","103D","DISTURBANCE (DOMESTIC)","2025-11-03 08:56:00",,,,,,,,,"2","INTERVIEW","WHITE","MALE","27","Non-fatal",,"Incident Report"
"K-02039-25","2","035XX Nashville Av","OPEN","103D","DISTURBANCE (DOMESTIC)","2025-11-03 08:56:00",,,,,,,,,"3","INTERVIEW","BLACK","MALE",,"Non-fatal",,"Incident Report"
"K-02039-25","2","035XX Nashville Av","OPEN","103D","DISTURBANCE (DOMESTIC)","2025-11-03 08:56:00",,,,,,,,,"4","INTERVIEW","WHITE","FEMALE","60","Non-fatal",,"Incident Report"
"B-04023-25","1","003XX N Rampart St","CLOSED","67","THEFT","2025-02-05 03:07:00","14 69","ILLEGAL POSSESSION OF STOLEN THINGS","1","974291","ARRESTED","BLACK","MALE","35","1","VICTIM","WHITE","FEMALE","36","Non-fatal",,"Supplemental Report"
